term,term_id,document_frequency,idf,avg_tf,max_tf,max_tf_document,avg_tfidf,max_tfidf,max_tfidf_document
steph,3844,1.0,6.76849321164863,1.0,1.0,816,0.00777987725476854,6.76849321164863,816
final,3845,1.0,6.76849321164863,1.0,1.0,818,0.00777987725476854,6.76849321164863,818
oops,3846,1.0,6.76849321164863,1.0,1.0,818,0.00777987725476854,6.76849321164863,818
sheesh,3905,1.0,6.76849321164863,1.0,1.0,835,0.00777987725476854,6.76849321164863,835
tuesday,3847,1.0,6.76849321164863,1.0,1.0,818,0.00777987725476854,6.76849321164863,818
chavez,3848,1.0,6.76849321164863,1.0,1.0,819,0.00777987725476854,6.76849321164863,819
terrible,3849,1.0,6.76849321164863,1.0,1.0,819,0.00777987725476854,6.76849321164863,819
harry,3850,1.0,6.76849321164863,1.0,1.0,820,0.00777987725476854,6.76849321164863,820
unintended,3744,1.0,6.76849321164863,1.0,1.0,788,0.00777987725476854,6.76849321164863,788
liam,3852,1.0,6.76849321164863,1.0,1.0,820,0.00777987725476854,6.76849321164863,820
niall,3853,1.0,6.76849321164863,1.0,1.0,820,0.00777987725476854,6.76849321164863,820
payne,3854,1.0,6.76849321164863,1.0,1.0,820,0.00777987725476854,6.76849321164863,820
perfume,3855,1.0,6.76849321164863,1.0,1.0,820,0.00777987725476854,6.76849321164863,820
poster,3856,1.0,6.76849321164863,1.0,1.0,820,0.00777987725476854,6.76849321164863,820
styles,3857,1.0,6.76849321164863,1.0,1.0,820,0.00777987725476854,6.76849321164863,820
carsonone,3858,1.0,6.76849321164863,1.0,1.0,821,0.00777987725476854,6.76849321164863,821
comedians,3859,1.0,6.76849321164863,1.0,1.0,821,0.00777987725476854,6.76849321164863,821
reasons,3860,1.0,6.76849321164863,1.0,1.0,821,0.00777987725476854,6.76849321164863,821
celine,3861,1.0,6.76849321164863,1.0,1.0,822,0.00777987725476854,6.76849321164863,822
horan,3851,1.0,6.76849321164863,1.0,1.0,820,0.00777987725476854,6.76849321164863,820
71,3907,1.0,6.76849321164863,1.0,1.0,836,0.00777987725476854,6.76849321164863,836
dolphins,3824,1.0,6.76849321164863,1.0,1.0,811,0.00777987725476854,6.76849321164863,811
miami,3825,1.0,6.76849321164863,1.0,1.0,811,0.00777987725476854,6.76849321164863,811
hutchison,3826,1.0,6.76849321164863,1.0,1.0,812,0.00777987725476854,6.76849321164863,812
listens,3827,1.0,6.76849321164863,1.0,1.0,812,0.00777987725476854,6.76849321164863,812
pittsburgh,3828,1.0,6.76849321164863,1.0,1.0,812,0.00777987725476854,6.76849321164863,812
podcast,3829,1.0,6.76849321164863,1.0,1.0,812,0.00777987725476854,6.76849321164863,812
fed,3830,1.0,6.76849321164863,1.0,1.0,813,0.00777987725476854,6.76849321164863,813
reward,3831,1.0,6.76849321164863,1.0,1.0,814,0.00777987725476854,6.76849321164863,814
copy,4009,1.0,6.76849321164863,1.0,1.0,864,0.00777987725476854,6.76849321164863,864
bachelder,3833,1.0,6.76849321164863,1.0,1.0,815,0.00777987725476854,6.76849321164863,815
comic,3834,1.0,6.76849321164863,1.0,1.0,815,0.00777987725476854,6.76849321164863,815
141,3906,1.0,6.76849321164863,1.0,1.0,836,0.00777987725476854,6.76849321164863,836
dubbed,3835,1.0,6.76849321164863,1.0,1.0,815,0.00777987725476854,6.76849321164863,815
finalist,3836,1.0,6.76849321164863,1.0,1.0,815,0.00777987725476854,6.76849321164863,815
novel,3837,1.0,6.76849321164863,1.0,1.0,815,0.00777987725476854,6.76849321164863,815
uc_artsci,3838,1.0,6.76849321164863,1.0,1.0,815,0.00777987725476854,6.76849321164863,815
beal,3839,1.0,6.76849321164863,1.0,1.0,816,0.00777987725476854,6.76849321164863,816
boogie,3840,1.0,6.76849321164863,1.0,1.0,816,0.00777987725476854,6.76849321164863,816
breathing,3841,1.0,6.76849321164863,1.0,1.0,816,0.00777987725476854,6.76849321164863,816
risen,3832,1.0,6.76849321164863,1.0,1.0,814,0.00777987725476854,6.76849321164863,814
gown,3884,1.0,6.76849321164863,1.0,1.0,830,0.00777987725476854,6.76849321164863,830
amateurish,4008,1.0,6.76849321164863,1.0,1.0,864,0.00777987725476854,6.76849321164863,864
magical,4007,1.0,6.76849321164863,1.0,1.0,863,0.00777987725476854,6.76849321164863,863
cauldron,4006,1.0,6.76849321164863,1.0,1.0,863,0.00777987725476854,6.76849321164863,863
exposed,3888,1.0,6.76849321164863,1.0,1.0,831,0.00777987725476854,6.76849321164863,831
protestsriotstcot,3889,1.0,6.76849321164863,1.0,1.0,831,0.00777987725476854,6.76849321164863,831
bodega,4005,1.0,6.76849321164863,1.0,1.0,863,0.00777987725476854,6.76849321164863,863
communists,3891,1.0,6.76849321164863,1.0,1.0,832,0.00777987725476854,6.76849321164863,832
dealing,3892,1.0,6.76849321164863,1.0,1.0,832,0.00777987725476854,6.76849321164863,832
dion,3862,1.0,6.76849321164863,1.0,1.0,822,0.00777987725476854,6.76849321164863,822
thisno,3903,1.0,6.76849321164863,1.0,1.0,834,0.00777987725476854,6.76849321164863,834
mr,3894,1.0,6.76849321164863,1.0,1.0,832,0.00777987725476854,6.76849321164863,832
setup,3895,1.0,6.76849321164863,1.0,1.0,832,0.00777987725476854,6.76849321164863,832
ukrainianchinese,3896,1.0,6.76849321164863,1.0,1.0,832,0.00777987725476854,6.76849321164863,832
instyle,3897,1.0,6.76849321164863,1.0,1.0,833,0.00777987725476854,6.76849321164863,833
approval,3898,1.0,6.76849321164863,1.0,1.0,834,0.00777987725476854,6.76849321164863,834
carry,3899,1.0,6.76849321164863,1.0,1.0,834,0.00777987725476854,6.76849321164863,834
gaining,3900,1.0,6.76849321164863,1.0,1.0,834,0.00777987725476854,6.76849321164863,834
nigeria,3901,1.0,6.76849321164863,1.0,1.0,834,0.00777987725476854,6.76849321164863,834
reconsider,3902,1.0,6.76849321164863,1.0,1.0,834,0.00777987725476854,6.76849321164863,834
known,3893,1.0,6.76849321164863,1.0,1.0,832,0.00777987725476854,6.76849321164863,832
obvious,3863,1.0,6.76849321164863,1.0,1.0,822,0.00777987725476854,6.76849321164863,822
sound,3864,1.0,6.76849321164863,1.0,1.0,822,0.00777987725476854,6.76849321164863,822
track,3865,1.0,6.76849321164863,1.0,1.0,822,0.00777987725476854,6.76849321164863,822
bibi,3866,1.0,6.76849321164863,1.0,1.0,823,0.00777987725476854,6.76849321164863,823
jacob,3867,1.0,6.76849321164863,1.0,1.0,823,0.00777987725476854,6.76849321164863,823
yelev,3868,1.0,6.76849321164863,1.0,1.0,823,0.00777987725476854,6.76849321164863,823
parents,3869,1.0,6.76849321164863,1.0,1.0,824,0.00777987725476854,6.76849321164863,824
activity,3870,1.0,6.76849321164863,1.0,1.0,825,0.00777987725476854,6.76849321164863,825
criminal,3871,1.0,6.76849321164863,1.0,1.0,825,0.00777987725476854,6.76849321164863,825
jose,3872,1.0,6.76849321164863,1.0,1.0,825,0.00777987725476854,6.76849321164863,825
crimson,3883,1.0,6.76849321164863,1.0,1.0,830,0.00777987725476854,6.76849321164863,830
suspected,3874,1.0,6.76849321164863,1.0,1.0,825,0.00777987725476854,6.76849321164863,825
endangers,3875,1.0,6.76849321164863,1.0,1.0,826,0.00777987725476854,6.76849321164863,826
saves,3876,1.0,6.76849321164863,1.0,1.0,826,0.00777987725476854,6.76849321164863,826
freecuba,3877,1.0,6.76849321164863,1.0,1.0,828,0.00777987725476854,6.76849321164863,828
fixed,3904,1.0,6.76849321164863,1.0,1.0,835,0.00777987725476854,6.76849321164863,835
humanhe,3878,1.0,6.76849321164863,1.0,1.0,829,0.00777987725476854,6.76849321164863,829
modalities,3879,1.0,6.76849321164863,1.0,1.0,829,0.00777987725476854,6.76849321164863,829
presentation,3880,1.0,6.76849321164863,1.0,1.0,829,0.00777987725476854,6.76849321164863,829
recognize,3881,1.0,6.76849321164863,1.0,1.0,829,0.00777987725476854,6.76849321164863,829
あいちゃれ,3882,1.0,6.76849321164863,1.0,1.0,829,0.00777987725476854,6.76849321164863,829
mourinho,3873,1.0,6.76849321164863,1.0,1.0,825,0.00777987725476854,6.76849321164863,825
berlin,3765,1.0,6.76849321164863,1.0,1.0,797,0.00777987725476854,6.76849321164863,797
car,3766,1.0,6.76849321164863,1.0,1.0,797,0.00777987725476854,6.76849321164863,797
london,3767,1.0,6.76849321164863,1.0,1.0,797,0.00777987725476854,6.76849321164863,797
ludicrous,3768,1.0,6.76849321164863,1.0,1.0,797,0.00777987725476854,6.76849321164863,797
negate,3913,1.0,6.76849321164863,1.0,1.0,837,0.00777987725476854,6.76849321164863,837
p90d,3769,1.0,6.76849321164863,1.0,1.0,797,0.00777987725476854,6.76849321164863,797
road,3770,1.0,6.76849321164863,1.0,1.0,797,0.00777987725476854,6.76849321164863,797
gentleman,32,1.0,6.76849321164863,1.0,1.0,2,0.00777987725476854,6.76849321164863,2
signed,3772,1.0,6.76849321164863,1.0,1.0,799,0.00777987725476854,6.76849321164863,799
results,3823,1.0,6.76849321164863,1.0,1.0,810,0.00777987725476854,6.76849321164863,810
utd,3774,1.0,6.76849321164863,1.0,1.0,799,0.00777987725476854,6.76849321164863,799
kirk2,3775,1.0,6.76849321164863,1.0,1.0,800,0.00777987725476854,6.76849321164863,800
lukegilmoregirlstop4,3776,1.0,6.76849321164863,1.0,1.0,800,0.00777987725476854,6.76849321164863,800
richard1,3777,1.0,6.76849321164863,1.0,1.0,800,0.00777987725476854,6.76849321164863,800
sookie3,3778,1.0,6.76849321164863,1.0,1.0,800,0.00777987725476854,6.76849321164863,800
forget,3779,1.0,6.76849321164863,1.0,1.0,802,0.00777987725476854,6.76849321164863,802
meant,3780,1.0,6.76849321164863,1.0,1.0,802,0.00777987725476854,6.76849321164863,802
dame,3781,1.0,6.76849321164863,1.0,1.0,803,0.00777987725476854,6.76849321164863,803
locked,3912,1.0,6.76849321164863,1.0,1.0,837,0.00777987725476854,6.76849321164863,837
inequality,3911,1.0,6.76849321164863,1.0,1.0,837,0.00777987725476854,6.76849321164863,837
superstar,3773,1.0,6.76849321164863,1.0,1.0,799,0.00777987725476854,6.76849321164863,799
spoiler,3745,1.0,6.76849321164863,1.0,1.0,789,0.00777987725476854,6.76849321164863,789
cambridgekillers,3746,1.0,6.76849321164863,1.0,1.0,790,0.00777987725476854,6.76849321164863,790
engaged,3747,1.0,6.76849321164863,1.0,1.0,790,0.00777987725476854,6.76849321164863,790
dementors,3748,1.0,6.76849321164863,1.0,1.0,791,0.00777987725476854,6.76849321164863,791
explains,3749,1.0,6.76849321164863,1.0,1.0,791,0.00777987725476854,6.76849321164863,791
anime,3750,1.0,6.76849321164863,1.0,1.0,792,0.00777987725476854,6.76849321164863,792
jews,3751,1.0,6.76849321164863,1.0,1.0,792,0.00777987725476854,6.76849321164863,792
niggas,3752,1.0,6.76849321164863,1.0,1.0,792,0.00777987725476854,6.76849321164863,792
onto,3914,1.0,6.76849321164863,1.0,1.0,837,0.00777987725476854,6.76849321164863,837
autos,3764,1.0,6.76849321164863,1.0,1.0,797,0.00777987725476854,6.76849321164863,797
p2his,3754,1.0,6.76849321164863,1.0,1.0,793,0.00777987725476854,6.76849321164863,793
sauditthadamvotes,3755,1.0,6.76849321164863,1.0,1.0,793,0.00777987725476854,6.76849321164863,793
victoryauditthevote,3756,1.0,6.76849321164863,1.0,1.0,793,0.00777987725476854,6.76849321164863,793
deserve,3757,1.0,6.76849321164863,1.0,1.0,794,0.00777987725476854,6.76849321164863,794
concerns,3758,1.0,6.76849321164863,1.0,1.0,795,0.00777987725476854,6.76849321164863,795
depending,3759,1.0,6.76849321164863,1.0,1.0,795,0.00777987725476854,6.76849321164863,795
normal,3760,1.0,6.76849321164863,1.0,1.0,795,0.00777987725476854,6.76849321164863,795
whom,3761,1.0,6.76849321164863,1.0,1.0,795,0.00777987725476854,6.76849321164863,795
followers,3762,1.0,6.76849321164863,1.0,1.0,796,0.00777987725476854,6.76849321164863,796
automotive,3763,1.0,6.76849321164863,1.0,1.0,797,0.00777987725476854,6.76849321164863,797
space,3753,1.0,6.76849321164863,1.0,1.0,792,0.00777987725476854,6.76849321164863,792
llynch,3804,1.0,6.76849321164863,1.0,1.0,807,0.00777987725476854,6.76849321164863,807
pet18,3805,1.0,6.76849321164863,1.0,1.0,807,0.00777987725476854,6.76849321164863,807
sided,3806,1.0,6.76849321164863,1.0,1.0,807,0.00777987725476854,6.76849321164863,807
usc,3807,1.0,6.76849321164863,1.0,1.0,807,0.00777987725476854,6.76849321164863,807
4999,3808,1.0,6.76849321164863,1.0,1.0,808,0.00777987725476854,6.76849321164863,808
bearakeetas,3809,1.0,6.76849321164863,1.0,1.0,808,0.00777987725476854,6.76849321164863,808
certain,3810,1.0,6.76849321164863,1.0,1.0,808,0.00777987725476854,6.76849321164863,808
hatching,3811,1.0,6.76849321164863,1.0,1.0,808,0.00777987725476854,6.76849321164863,808
album,3812,1.0,6.76849321164863,1.0,1.0,809,0.00777987725476854,6.76849321164863,809
immigrationracial,3783,1.0,6.76849321164863,1.0,1.0,803,0.00777987725476854,6.76849321164863,803
glued,3814,1.0,6.76849321164863,1.0,1.0,809,0.00777987725476854,6.76849321164863,809
greenday,3815,1.0,6.76849321164863,1.0,1.0,809,0.00777987725476854,6.76849321164863,809
wig,3816,1.0,6.76849321164863,1.0,1.0,809,0.00777987725476854,6.76849321164863,809
counties,3817,1.0,6.76849321164863,1.0,1.0,810,0.00777987725476854,6.76849321164863,810
evoting,3818,1.0,6.76849321164863,1.0,1.0,810,0.00777987725476854,6.76849321164863,810
halderman,3819,1.0,6.76849321164863,1.0,1.0,810,0.00777987725476854,6.76849321164863,810
megyn,3820,1.0,6.76849321164863,1.0,1.0,810,0.00777987725476854,6.76849321164863,810
michigan,3821,1.0,6.76849321164863,1.0,1.0,810,0.00777987725476854,6.76849321164863,810
cm,3908,1.0,6.76849321164863,1.0,1.0,836,0.00777987725476854,6.76849321164863,836
rediscrepancy,3822,1.0,6.76849321164863,1.0,1.0,810,0.00777987725476854,6.76849321164863,810
concept,3813,1.0,6.76849321164863,1.0,1.0,809,0.00777987725476854,6.76849321164863,809
louise,3784,1.0,6.76849321164863,1.0,1.0,803,0.00777987725476854,6.76849321164863,803
segregation,3785,1.0,6.76849321164863,1.0,1.0,803,0.00777987725476854,6.76849321164863,803
warns,3786,1.0,6.76849321164863,1.0,1.0,803,0.00777987725476854,6.76849321164863,803
fascist,4010,1.0,6.76849321164863,1.0,1.0,864,0.00777987725476854,6.76849321164863,864
lat,3788,1.0,6.76849321164863,1.0,1.0,804,0.00777987725476854,6.76849321164863,804
menos,3789,1.0,6.76849321164863,1.0,1.0,804,0.00777987725476854,6.76849321164863,804
morales,3790,1.0,6.76849321164863,1.0,1.0,804,0.00777987725476854,6.76849321164863,804
alakhbar,3791,1.0,6.76849321164863,1.0,1.0,805,0.00777987725476854,6.76849321164863,805
contact,3792,1.0,6.76849321164863,1.0,1.0,805,0.00777987725476854,6.76849321164863,805
maintain,3793,1.0,6.76849321164863,1.0,1.0,805,0.00777987725476854,6.76849321164863,805
hrcs,3803,1.0,6.76849321164863,1.0,1.0,807,0.00777987725476854,6.76849321164863,807
operational,3795,1.0,6.76849321164863,1.0,1.0,805,0.00777987725476854,6.76849321164863,805
syriahttpstcoveh27iac89,3796,1.0,6.76849321164863,1.0,1.0,805,0.00777987725476854,6.76849321164863,805
stadium,3797,1.0,6.76849321164863,1.0,1.0,806,0.00777987725476854,6.76849321164863,806
zenit,3798,1.0,6.76849321164863,1.0,1.0,806,0.00777987725476854,6.76849321164863,806
21012,3799,1.0,6.76849321164863,1.0,1.0,807,0.00777987725476854,6.76849321164863,807
breakers,3800,1.0,6.76849321164863,1.0,1.0,807,0.00777987725476854,6.76849321164863,807
trltevzw,3910,1.0,6.76849321164863,1.0,1.0,836,0.00777987725476854,6.76849321164863,836
smn910v,3909,1.0,6.76849321164863,1.0,1.0,836,0.00777987725476854,6.76849321164863,836
broken,3801,1.0,6.76849321164863,1.0,1.0,807,0.00777987725476854,6.76849321164863,807
doj,3802,1.0,6.76849321164863,1.0,1.0,807,0.00777987725476854,6.76849321164863,807
ongoing,3794,1.0,6.76849321164863,1.0,1.0,805,0.00777987725476854,6.76849321164863,805
communism,3378,1.0,6.76849321164863,1.0,1.0,676,0.00777987725476854,6.76849321164863,676
marxism,3379,1.0,6.76849321164863,1.0,1.0,676,0.00777987725476854,6.76849321164863,676
quotation,3380,1.0,6.76849321164863,1.0,1.0,676,0.00777987725476854,6.76849321164863,676
representative,3381,1.0,6.76849321164863,1.0,1.0,676,0.00777987725476854,6.76849321164863,676
da,3382,1.0,6.76849321164863,1.0,1.0,677,0.00777987725476854,6.76849321164863,677
documentary,3383,1.0,6.76849321164863,1.0,1.0,677,0.00777987725476854,6.76849321164863,677
freewheelin,3384,1.0,6.76849321164863,1.0,1.0,677,0.00777987725476854,6.76849321164863,677
metaphorical,3961,1.0,6.76849321164863,1.0,1.0,852,0.00777987725476854,6.76849321164863,852
pennebaker,3385,1.0,6.76849321164863,1.0,1.0,677,0.00777987725476854,6.76849321164863,677
salary,3595,1.0,6.76849321164863,1.0,1.0,741,0.00777987725476854,6.76849321164863,741
capable,3387,1.0,6.76849321164863,1.0,1.0,678,0.00777987725476854,6.76849321164863,678
deadly,3388,1.0,6.76849321164863,1.0,1.0,678,0.00777987725476854,6.76849321164863,678
threatened,3389,1.0,6.76849321164863,1.0,1.0,678,0.00777987725476854,6.76849321164863,678
cheney,3390,1.0,6.76849321164863,1.0,1.0,679,0.00777987725476854,6.76849321164863,679
darth,3391,1.0,6.76849321164863,1.0,1.0,679,0.00777987725476854,6.76849321164863,679
dick,3392,1.0,6.76849321164863,1.0,1.0,679,0.00777987725476854,6.76849321164863,679
postelection,3393,1.0,6.76849321164863,1.0,1.0,679,0.00777987725476854,6.76849321164863,679
merkelsantos,3960,1.0,6.76849321164863,1.0,1.0,852,0.00777987725476854,6.76849321164863,852
vader,3394,1.0,6.76849321164863,1.0,1.0,679,0.00777987725476854,6.76849321164863,679
fulltime,3395,1.0,6.76849321164863,1.0,1.0,680,0.00777987725476854,6.76849321164863,680
vimeo,3386,1.0,6.76849321164863,1.0,1.0,677,0.00777987725476854,6.76849321164863,677
farrightists,3358,1.0,6.76849321164863,1.0,1.0,666,0.00777987725476854,6.76849321164863,666
jewphobia,3359,1.0,6.76849321164863,1.0,1.0,666,0.00777987725476854,6.76849321164863,666
vicious,3360,1.0,6.76849321164863,1.0,1.0,666,0.00777987725476854,6.76849321164863,666
friend,3361,1.0,6.76849321164863,1.0,1.0,667,0.00777987725476854,6.76849321164863,667
xanax,3362,1.0,6.76849321164863,1.0,1.0,667,0.00777987725476854,6.76849321164863,667
geography,3363,1.0,6.76849321164863,1.0,1.0,668,0.00777987725476854,6.76849321164863,668
tab,111,1.0,6.76849321164863,1.0,1.0,8,0.00777987725476854,6.76849321164863,8
mods,3365,1.0,6.76849321164863,1.0,1.0,669,0.00777987725476854,6.76849321164863,669
punished,3366,1.0,6.76849321164863,1.0,1.0,669,0.00777987725476854,6.76849321164863,669
screwed,3377,1.0,6.76849321164863,1.0,1.0,675,0.00777987725476854,6.76849321164863,675
boys,3368,1.0,6.76849321164863,1.0,1.0,670,0.00777987725476854,6.76849321164863,670
kerry,3369,1.0,6.76849321164863,1.0,1.0,670,0.00777987725476854,6.76849321164863,670
kingdom,3370,1.0,6.76849321164863,1.0,1.0,670,0.00777987725476854,6.76849321164863,670
peaceful,3371,1.0,6.76849321164863,1.0,1.0,672,0.00777987725476854,6.76849321164863,672
violating,3372,1.0,6.76849321164863,1.0,1.0,672,0.00777987725476854,6.76849321164863,672
apartheid,3373,1.0,6.76849321164863,1.0,1.0,673,0.00777987725476854,6.76849321164863,673
word,3374,1.0,6.76849321164863,1.0,1.0,673,0.00777987725476854,6.76849321164863,673
physical,3962,1.0,6.76849321164863,1.0,1.0,852,0.00777987725476854,6.76849321164863,852
sold,3375,1.0,6.76849321164863,1.0,1.0,674,0.00777987725476854,6.76849321164863,674
yqg,3376,1.0,6.76849321164863,1.0,1.0,674,0.00777987725476854,6.76849321164863,674
reddit,3367,1.0,6.76849321164863,1.0,1.0,669,0.00777987725476854,6.76849321164863,669
pulling,3418,1.0,6.76849321164863,1.0,1.0,687,0.00777987725476854,6.76849321164863,687
registers,3419,1.0,6.76849321164863,1.0,1.0,687,0.00777987725476854,6.76849321164863,687
travolta,3420,1.0,6.76849321164863,1.0,1.0,687,0.00777987725476854,6.76849321164863,687
wire,3421,1.0,6.76849321164863,1.0,1.0,687,0.00777987725476854,6.76849321164863,687
flat,3958,1.0,6.76849321164863,1.0,1.0,852,0.00777987725476854,6.76849321164863,852
laws,3422,1.0,6.76849321164863,1.0,1.0,688,0.00777987725476854,6.76849321164863,688
restrictive,3423,1.0,6.76849321164863,1.0,1.0,688,0.00777987725476854,6.76849321164863,688
dariuss,3424,1.0,6.76849321164863,1.0,1.0,689,0.00777987725476854,6.76849321164863,689
lesson,3425,1.0,6.76849321164863,1.0,1.0,689,0.00777987725476854,6.76849321164863,689
healthcare,3396,1.0,6.76849321164863,1.0,1.0,680,0.00777987725476854,6.76849321164863,680
manager,3426,1.0,6.76849321164863,1.0,1.0,689,0.00777987725476854,6.76849321164863,689
teamhttpstco4vweuolsbw,3427,1.0,6.76849321164863,1.0,1.0,689,0.00777987725476854,6.76849321164863,689
obamaclintonspelosireid,3428,1.0,6.76849321164863,1.0,1.0,690,0.00777987725476854,6.76849321164863,690
oligarchy,3429,1.0,6.76849321164863,1.0,1.0,690,0.00777987725476854,6.76849321164863,690
2of2,3430,1.0,6.76849321164863,1.0,1.0,691,0.00777987725476854,6.76849321164863,691
riiiight,3956,1.0,6.76849321164863,1.0,1.0,851,0.00777987725476854,6.76849321164863,851
constitution,3431,1.0,6.76849321164863,1.0,1.0,691,0.00777987725476854,6.76849321164863,691
eliminate,3432,1.0,6.76849321164863,1.0,1.0,691,0.00777987725476854,6.76849321164863,691
fairest,3433,1.0,6.76849321164863,1.0,1.0,691,0.00777987725476854,6.76849321164863,691
minority,3955,1.0,6.76849321164863,1.0,1.0,851,0.00777987725476854,6.76849321164863,851
faces,3957,1.0,6.76849321164863,1.0,1.0,852,0.00777987725476854,6.76849321164863,852
humanoid,3397,1.0,6.76849321164863,1.0,1.0,680,0.00777987725476854,6.76849321164863,680
potential,3398,1.0,6.76849321164863,1.0,1.0,680,0.00777987725476854,6.76849321164863,680
providers,3399,1.0,6.76849321164863,1.0,1.0,680,0.00777987725476854,6.76849321164863,680
realizing,3400,1.0,6.76849321164863,1.0,1.0,680,0.00777987725476854,6.76849321164863,680
4bo,3401,1.0,6.76849321164863,1.0,1.0,681,0.00777987725476854,6.76849321164863,681
butevenif,3402,1.0,6.76849321164863,1.0,1.0,681,0.00777987725476854,6.76849321164863,681
lp,3403,1.0,6.76849321164863,1.0,1.0,681,0.00777987725476854,6.76849321164863,681
tellslyingpress,3404,1.0,6.76849321164863,1.0,1.0,681,0.00777987725476854,6.76849321164863,681
willstillspeculateinnegativeabouttrumpteam,3405,1.0,6.76849321164863,1.0,1.0,681,0.00777987725476854,6.76849321164863,681
controversy,3406,1.0,6.76849321164863,1.0,1.0,682,0.00777987725476854,6.76849321164863,682
s2,107,1.0,6.76849321164863,1.0,1.0,8,0.00777987725476854,6.76849321164863,8
honoured,3408,1.0,6.76849321164863,1.0,1.0,683,0.00777987725476854,6.76849321164863,683
sides,3409,1.0,6.76849321164863,1.0,1.0,683,0.00777987725476854,6.76849321164863,683
stay,3410,1.0,6.76849321164863,1.0,1.0,683,0.00777987725476854,6.76849321164863,683
afraid,3411,1.0,6.76849321164863,1.0,1.0,684,0.00777987725476854,6.76849321164863,684
hollande,3959,1.0,6.76849321164863,1.0,1.0,852,0.00777987725476854,6.76849321164863,852
kate_uptonkate,3412,1.0,6.76849321164863,1.0,1.0,685,0.00777987725476854,6.76849321164863,685
processhttpstcos1rpt4zw8n,3413,1.0,6.76849321164863,1.0,1.0,685,0.00777987725476854,6.76849321164863,685
softpedia,110,1.0,6.76849321164863,1.0,1.0,8,0.00777987725476854,6.76849321164863,8
blaines,3415,1.0,6.76849321164863,1.0,1.0,687,0.00777987725476854,6.76849321164863,687
hanger,3416,1.0,6.76849321164863,1.0,1.0,687,0.00777987725476854,6.76849321164863,687
followed,3407,1.0,6.76849321164863,1.0,1.0,683,0.00777987725476854,6.76849321164863,683
threat,120,1.0,6.76849321164863,1.0,1.0,9,0.00777987725476854,6.76849321164863,9
deems,114,1.0,6.76849321164863,1.0,1.0,9,0.00777987725476854,6.76849321164863,9
mcdonalds,3301,1.0,6.76849321164863,1.0,1.0,648,0.00777987725476854,6.76849321164863,648
8httpstcojf9wos9esv,3302,1.0,6.76849321164863,1.0,1.0,649,0.00777987725476854,6.76849321164863,649
dabiq,3303,1.0,6.76849321164863,1.0,1.0,649,0.00777987725476854,6.76849321164863,649
magazine,3304,1.0,6.76849321164863,1.0,1.0,649,0.00777987725476854,6.76849321164863,649
afv,3305,1.0,6.76849321164863,1.0,1.0,650,0.00777987725476854,6.76849321164863,650
afvofficialum,3306,1.0,6.76849321164863,1.0,1.0,650,0.00777987725476854,6.76849321164863,650
backs,3307,1.0,6.76849321164863,1.0,1.0,651,0.00777987725476854,6.76849321164863,651
elected,3357,1.0,6.76849321164863,1.0,1.0,666,0.00777987725476854,6.76849321164863,666
opinion,3968,1.0,6.76849321164863,1.0,1.0,853,0.00777987725476854,6.76849321164863,853
greece,3967,1.0,6.76849321164863,1.0,1.0,853,0.00777987725476854,6.76849321164863,853
shame,3309,1.0,6.76849321164863,1.0,1.0,651,0.00777987725476854,6.76849321164863,651
wind,3310,1.0,6.76849321164863,1.0,1.0,652,0.00777987725476854,6.76849321164863,652
ger,3966,1.0,6.76849321164863,1.0,1.0,853,0.00777987725476854,6.76849321164863,853
awaits,3311,1.0,6.76849321164863,1.0,1.0,653,0.00777987725476854,6.76849321164863,653
christmas,3312,1.0,6.76849321164863,1.0,1.0,653,0.00777987725476854,6.76849321164863,653
england,3313,1.0,6.76849321164863,1.0,1.0,653,0.00777987725476854,6.76849321164863,653
pilled,3314,1.0,6.76849321164863,1.0,1.0,653,0.00777987725476854,6.76849321164863,653
welcoming,3315,1.0,6.76849321164863,1.0,1.0,653,0.00777987725476854,6.76849321164863,653
services,3308,1.0,6.76849321164863,1.0,1.0,651,0.00777987725476854,6.76849321164863,651
judd,3278,1.0,6.76849321164863,1.0,1.0,643,0.00777987725476854,6.76849321164863,643
katie,3279,1.0,6.76849321164863,1.0,1.0,643,0.00777987725476854,6.76849321164863,643
promotes,3969,1.0,6.76849321164863,1.0,1.0,853,0.00777987725476854,6.76849321164863,853
mol,3281,1.0,6.76849321164863,1.0,1.0,643,0.00777987725476854,6.76849321164863,643
phoebe,3282,1.0,6.76849321164863,1.0,1.0,643,0.00777987725476854,6.76849321164863,643
grieve,3283,1.0,6.76849321164863,1.0,1.0,644,0.00777987725476854,6.76849321164863,644
nyc,3284,1.0,6.76849321164863,1.0,1.0,644,0.00777987725476854,6.76849321164863,644
offers,3285,1.0,6.76849321164863,1.0,1.0,644,0.00777987725476854,6.76849321164863,644
organize,3286,1.0,6.76849321164863,1.0,1.0,644,0.00777987725476854,6.76849321164863,644
courtesy,3298,1.0,6.76849321164863,1.0,1.0,647,0.00777987725476854,6.76849321164863,647
solace,3288,1.0,6.76849321164863,1.0,1.0,644,0.00777987725476854,6.76849321164863,644
subway,3289,1.0,6.76849321164863,1.0,1.0,644,0.00777987725476854,6.76849321164863,644
1500,3290,1.0,6.76849321164863,1.0,1.0,645,0.00777987725476854,6.76849321164863,645
climate,3291,1.0,6.76849321164863,1.0,1.0,645,0.00777987725476854,6.76849321164863,645
